0.0	 0.0	 0.0	 27.75

0.04413199424743652	 0	 -9.493	 27.75

0.05619072914123535	 0	 -10.547	 27.75

0.06872344017028809	 0	 -7.032	 27.75

0.08204340934753418	 0	 -14.415	 27.75

0.09392094612121582	 0	 -10.547	 27.75

0.10546469688415527	 0	 -9.493	 27.75

0.11755084991455078	 0	 -11.602	 27.75

0.12980222702026367	 0	 -5.274	 27.75

0.14235568046569824	 0	 -7.383	 27.75

0.15462470054626465	 0	 -7.383	 27.75

0.16693377494812012	 0	 -8.79	 27.75

0.17947959899902344	 0	 -6.68	 27.75

0.19162821769714355	 0	 -1.055	 27.75

0.20392799377441406	 0	 -9.141	 27.75

0.21645569801330566	 0	 -8.086	 27.75

0.22864365577697754	 0	 -5.625	 27.75

0.24099230766296387	 0	 -2.461	 27.75

0.25365138053894043	 0	 -5.977	 27.75

0.26593661308288574	 0	 -13.008	 27.75

0.2780320644378662	 0	 -2.461	 27.75

0.2904651165008545	 0	 -2.11	 27.75

0.3025038242340088	 0	 -7.735	 27.75

0.31494879722595215	 0	 -2.813	 27.75

0.3274383544921875	 0	 -3.516	 27.75

0.33947253227233887	 0	 -10.196	 27.75

0.351731538772583	 0	 -2.461	 27.75

0.3641374111175537	 0	 -5.625	 27.75

0.37607455253601074	 0	 -8.086	 27.75

0.38805246353149414	 0	 -4.571	 27.75

0.4004390239715576	 0	 -4.219	 27.75

0.4124627113342285	 0	 -1.758	 27.75

0.424572229385376	 0	 -11.954	 27.75

0.43700695037841797	 0	 -1.758	 27.75

0.4493253231048584	 0	 0.703	 27.75

0.46158766746520996	 0	 -5.274	 27.75

0.4742920398712158	 0	 -5.625	 27.75

0.4863598346710205	 0	 -0.703	 27.75

0.49840712547302246	 0	 -9.141	 27.75

0.5111789703369141	 0	 -3.516	 27.75

0.5230185985565186	 0	 -5.977	 27.75

0.5349512100219727	 0	 -3.516	 27.75

0.5474450588226318	 0	 -5.977	 27.75

0.5594491958618164	 0	 -4.571	 27.75

0.5717108249664307	 0	 -4.922	 27.75

0.583904504776001	 0	 -6.329	 27.75

0.5958201885223389	 0	 -7.383	 27.75

0.6083371639251709	 0	 -0.703	 27.75

0.6210403442382812	 0	 -4.922	 27.75

0.6331527233123779	 0	 -6.329	 27.75

0.6454806327819824	 0	 -4.219	 27.75

0.6581711769104004	 0	 -6.68	 27.75

0.6702694892883301	 0	 -3.868	 27.75

0.6825306415557861	 0	 -6.329	 27.75

0.6952297687530518	 0	 -10.899	 27.75

0.7073695659637451	 0	 0.703	 27.75

0.7194159030914307	 0	 -2.461	 27.75

0.7318685054779053	 0	 -3.164	 27.75

0.7439618110656738	 0	 -5.977	 27.75

0.7563693523406982	 0	 -1.758	 27.75

0.768932580947876	 0	 -11.602	 27.75

0.7808573246002197	 0	 -5.625	 27.75

0.7929258346557617	 0	 -3.516	 27.75

0.8054239749908447	 0	 -5.274	 27.75

0.8176803588867188	 0	 -7.735	 27.75

0.8299839496612549	 0	 -2.461	 27.75

0.8423733711242676	 0	 -8.438	 27.75

0.8547530174255371	 0	 -4.219	 27.75

0.8669953346252441	 0	 -1.758	 27.75

